City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,System_Efficiency_%,Hydrogen_Production_kg/day,Feasibility_Score,Latitude_Band
City 934,8.34,121.45,5.32,4.03,956.6,1192.89,71.45,28.7,2.52,Equatorial
City 935,-37.68,-118.9,5.13,6.85,905.61,6427.49,75.91,110.22,3.36,Subtropical
City 936,-24.6,-173.11,5.84,5.41,1044.05,2860.33,78.92,60.04,3.06,Tropical
City 937,-57.61,100.48,2.74,11.31,471.23,27348.68,77.0,427.24,4.61,Temperate
City 938,58.86,39.49,3.15,12.26,566.4,34804.07,71.49,485.43,4.94,Temperate
City 939,-44.69,71.87,3.87,7.7,663.96,8506.49,78.68,133.36,3.46,Subtropical
City 940,14.95,121.74,6.57,2.4,1123.32,265.79,73.02,18.92,2.3,Equatorial
City 941,-24.37,109.01,5.79,9.62,989.98,16309.22,74.54,240.36,4.33,Tropical
City 942,12.04,165.93,5.46,4.97,958.96,2396.36,75.26,47.1,2.84,Equatorial
City 943,24.68,12.94,5.57,10.79,989.64,23474.99,78.51,371.56,4.82,Tropical
City 944,47.87,-4.14,3.55,3.17,615.92,612.62,79.32,18.57,2.12,Temperate
City 945,-33.17,-35.32,4.72,7.81,848.53,9239.01,79.3,150.15,3.64,Subtropical
City 946,-58.57,-124.67,2.54,14.65,442.13,62232.11,70.08,803.69,5.9,Temperate
City 947,-42.2,26.14,4.92,7.34,843.76,7770.57,79.22,123.14,3.51,Subtropical
City 948,57.0,-80.28,3.53,9.14,616.52,14656.08,70.54,198.65,3.78,Temperate
City 949,53.61,151.67,2.88,10.1,508.75,19342.01,72.66,262.72,4.05,Temperate
City 950,17.66,29.95,5.1,4.37,908.77,1585.48,75.15,36.68,2.63,Tropical
City 951,18.07,33.42,5.54,5.03,967.65,2481.28,74.8,47.02,2.86,Tropical
City 952,26.45,-52.23,5.37,5.8,943.97,3856.33,76.05,71.0,3.08,Tropical
City 953,-37.2,-161.28,4.52,6.15,779.79,4238.58,74.79,70.46,3.03,Subtropical
City 954,58.87,-168.57,3.51,12.96,618.56,40852.82,79.34,597.12,5.4,Temperate
City 955,-5.56,-27.6,7.01,5.71,1260.06,3637.5,72.41,69.59,3.25,Equatorial
City 956,-10.19,-149.56,6.77,5.65,1154.45,3394.59,72.74,63.4,3.2,Equatorial
City 957,7.46,38.46,6.64,6.77,1187.89,5784.59,79.21,102.01,3.58,Equatorial
City 958,-53.89,137.15,2.53,8.73,444.81,12517.21,70.77,181.53,3.52,Temperate
City 959,-38.38,137.85,4.22,5.9,727.23,3950.08,76.1,64.39,2.93,Subtropical
City 960,35.94,57.26,5.01,6.09,900.25,4512.52,76.82,76.52,3.12,Subtropical
City 961,-49.24,-103.96,3.53,8.93,616.76,13511.59,75.06,206.82,3.79,Temperate
City 962,18.41,130.68,5.96,3.19,1033.46,599.51,76.94,24.4,2.46,Tropical
City 963,-28.1,138.99,4.87,5.56,837.31,3149.49,71.73,53.13,2.88,Tropical
City 964,-9.39,-109.2,5.83,3.65,1004.95,878.59,78.53,26.81,2.57,Equatorial
City 965,-22.47,85.47,5.37,11.56,956.81,29520.53,71.4,429.04,5.0,Tropical
City 966,-13.76,-76.85,6.19,1.0,1090.53,19.09,74.01,15.3,1.9,Equatorial
City 967,33.48,108.95,4.33,6.9,775.44,6044.19,70.75,88.74,3.18,Subtropical
City 968,-21.37,179.01,5.39,10.45,928.11,22138.46,75.45,331.24,4.62,Tropical
City 969,13.63,-169.19,5.58,5.67,954.67,3547.3,76.7,68.44,3.08,Equatorial
City 970,1.89,143.05,7.43,6.07,1263.14,4146.07,79.41,77.69,3.49,Equatorial
City 971,26.28,44.15,5.01,6.88,877.73,6078.83,77.39,105.16,3.36,Tropical
City 972,61.79,170.42,3.4,8.51,612.16,12316.12,75.41,186.65,3.64,Polar
City 973,35.23,-12.6,5.3,1.92,937.47,132.42,79.33,16.0,2.05,Subtropical
City 974,-32.06,125.06,4.72,7.72,816.17,8979.84,74.78,142.77,3.56,Subtropical
City 975,-55.95,-157.54,2.58,7.66,461.14,8482.53,75.61,134.79,3.23,Temperate
City 976,-25.91,-59.3,4.14,4.59,736.81,1893.75,75.96,36.88,2.55,Tropical
City 977,17.36,-155.87,5.05,4.49,859.07,1766.84,74.1,35.58,2.64,Tropical
City 978,-53.31,171.12,2.58,13.69,459.86,49648.98,78.38,778.71,5.71,Temperate
City 979,4.53,114.11,7.37,10.46,1275.45,22587.93,71.85,331.57,4.87,Equatorial
City 980,17.59,126.92,5.83,6.3,999.25,4975.22,75.55,85.2,3.29,Tropical
City 981,-16.55,157.67,6.04,4.49,1039.85,1737.71,77.22,41.07,2.82,Tropical
City 982,40.22,-149.36,3.07,5.08,537.07,2420.27,79.04,45.56,2.57,Subtropical
City 983,-46.14,-41.18,3.17,9.79,552.55,17613.81,78.84,279.94,4.1,Temperate
City 984,-50.23,-154.43,3.93,13.48,678.99,47810.12,75.09,722.35,5.73,Temperate
City 985,34.66,-104.11,4.72,6.85,809.99,6198.8,76.43,101.0,3.3,Subtropical
City 986,4.41,-97.43,6.62,1.0,1175.4,18.36,73.94,16.41,1.96,Equatorial
City 987,29.49,-11.12,5.22,8.62,938.72,11612.29,74.68,180.71,3.91,Tropical
City 988,-3.47,-83.32,7.5,6.81,1333.33,6118.17,79.06,110.94,3.73,Equatorial
City 989,-27.97,-143.65,4.93,2.83,852.99,420.32,79.31,19.38,2.23,Tropical
City 990,46.48,-119.7,3.78,9.09,652.0,14268.04,78.95,221.93,3.93,Temperate
City 991,43.92,-126.98,4.02,9.52,692.43,16821.51,71.38,228.86,4.0,Subtropical
City 992,30.31,170.31,6.07,6.85,1040.94,6142.63,78.5,106.8,3.52,Subtropical
City 993,-24.62,93.35,4.23,4.49,741.87,1639.14,79.48,36.68,2.57,Tropical
City 994,16.73,168.39,6.17,8.21,1086.34,10176.93,73.61,162.5,3.91,Tropical
City 995,-13.07,-21.69,6.03,4.3,1067.19,1464.87,75.19,36.15,2.74,Equatorial
City 996,-48.09,-79.79,3.92,5.1,692.5,2451.03,77.79,44.82,2.68,Temperate
City 997,59.25,107.39,2.52,4.8,436.42,2117.55,75.62,36.37,2.37,Temperate
City 998,-42.21,-62.55,4.02,11.37,696.78,27965.02,79.93,448.42,4.87,Subtropical
City 999,63.53,-72.22,2.91,11.89,514.27,30976.51,74.56,442.0,4.78,Polar
City 1000,-2.02,-96.3,7.5,4.42,1301.21,1567.96,77.14,42.92,3.01,Equatorial
City 1001,-35.93,-133.32,4.89,6.49,841.48,5020.19,77.93,86.85,3.23,Subtropical
City 1002,10.45,-87.67,5.84,3.72,1015.47,1029.81,74.94,28.33,2.56,Equatorial
City 1003,53.48,-52.08,3.04,6.66,525.82,5591.54,78.57,94.17,3.02,Temperate
City 1004,35.19,62.64,4.31,6.44,736.51,5271.64,75.46,82.37,3.1,Subtropical
City 1005,44.85,-157.48,2.96,3.19,528.21,636.46,74.12,16.44,1.98,Subtropical
City 1006,25.64,-104.22,5.04,4.72,899.8,2005.47,71.08,38.03,2.67,Tropical
City 1007,30.0,111.25,5.27,6.22,906.91,4676.75,73.93,74.86,3.16,Tropical
City 1008,50.4,-127.11,2.84,10.56,483.82,21676.58,77.34,325.74,4.29,Temperate
City 1009,-27.54,-56.65,5.6,6.65,992.7,5709.9,79.21,100.87,3.4,Tropical
City 1010,3.63,131.28,6.99,6.35,1203.11,4747.97,72.52,83.78,3.43,Equatorial
City 1011,-31.24,-124.23,4.45,10.5,773.29,22744.92,73.55,337.13,4.49,Subtropical
City 1012,68.4,-150.21,2.14,13.49,365.42,44550.99,71.54,625.17,5.3,Polar
City 1013,62.73,-5.57,3.41,11.45,587.11,29334.05,76.91,433.06,4.75,Polar
City 1014,-54.87,-71.13,3.53,9.52,627.3,15688.57,79.6,250.19,4.04,Temperate
City 1015,31.72,22.83,4.78,4.72,851.7,2078.76,76.41,42.89,2.69,Subtropical
City 1016,60.28,109.37,2.66,11.88,457.95,31185.23,76.17,454.17,4.77,Polar
City 1017,-36.53,-130.63,4.48,11.85,776.92,32145.32,75.53,477.32,5.05,Subtropical
City 1018,13.83,29.05,5.78,6.24,989.64,4607.16,70.88,78.93,3.21,Equatorial
City 1019,59.01,1.98,1.82,14.69,310.18,59437.74,77.3,849.1,5.94,Temperate
City 1020,-55.59,-128.13,4.13,5.74,743.08,3657.39,76.02,66.27,2.88,Temperate
City 1021,30.66,44.64,4.93,4.18,870.62,1454.13,76.61,32.25,2.56,Subtropical
City 1022,-21.34,-81.49,5.7,8.27,1000.77,10236.81,78.99,165.25,3.91,Tropical
City 1023,60.17,-4.38,2.76,10.68,490.16,24151.61,77.84,356.31,4.36,Polar
City 1024,66.24,-150.38,2.0,13.91,356.05,51704.2,77.81,779.88,5.68,Polar
City 1025,62.75,-14.55,2.51,10.24,447.7,21041.22,79.27,311.09,4.16,Polar
City 1026,1.65,-69.67,6.08,1.99,1035.45,148.98,79.9,18.7,2.19,Equatorial
City 1027,52.07,116.06,4.49,8.67,772.37,12356.86,75.81,195.66,3.85,Temperate
City 1028,49.79,-159.49,2.9,5.15,511.52,2691.96,71.09,43.96,2.48,Temperate
City 1029,-18.52,-29.3,5.19,3.03,901.43,523.92,74.59,20.11,2.27,Tropical
City 1030,47.76,-14.96,3.44,11.21,618.01,26841.37,77.88,424.82,4.69,Temperate
City 1031,-55.19,81.0,3.78,11.7,667.89,28900.16,70.28,408.56,4.76,Temperate
City 1032,17.52,26.74,5.78,6.66,1038.1,5408.66,70.57,86.43,3.32,Tropical
City 1033,-30.1,60.2,4.28,2.71,735.36,382.6,70.67,15.33,2.02,Subtropical
City 1034,-44.33,99.74,4.52,7.54,808.22,8319.39,77.31,135.02,3.5,Subtropical
City 1035,-50.0,130.39,3.87,5.94,669.6,4010.87,75.01,67.32,2.88,Temperate
City 1036,30.52,-67.0,5.13,9.99,923.4,18248.72,73.69,263.65,4.35,Subtropical
City 1037,-15.82,13.69,6.25,4.12,1072.48,1323.35,71.06,32.22,2.68,Tropical
City 1038,34.22,122.44,5.8,4.71,1016.26,1951.99,77.32,41.67,2.84,Subtropical
City 1039,-51.5,176.2,4.49,9.22,798.42,14908.51,73.21,215.2,3.99,Temperate
City 1040,-19.01,140.23,5.33,4.3,928.42,1570.44,72.65,35.21,2.61,Tropical
City 1041,10.13,-46.27,7.1,8.72,1240.68,12976.12,76.52,216.57,4.28,Equatorial
City 1042,42.79,-109.74,4.2,6.44,754.71,4857.85,75.59,84.54,3.09,Subtropical
City 1043,-18.56,-3.82,5.95,2.36,1036.84,259.39,73.62,18.24,2.2,Tropical
City 1044,21.37,86.99,4.66,1.0,820.04,18.94,76.41,12.32,1.7,Tropical
City 1045,55.18,-2.68,3.05,9.44,520.57,16397.58,72.71,226.0,3.85,Temperate
City 1046,20.06,-6.05,5.19,4.6,925.87,1780.93,77.95,40.91,2.73,Tropical
City 1047,-29.72,121.76,5.33,3.4,941.35,759.7,72.29,22.31,2.37,Tropical
City 1048,-56.83,-49.89,3.56,12.66,619.16,37445.86,71.59,506.02,5.13,Temperate
City 1049,53.11,129.53,2.24,10.98,381.99,24984.07,77.82,381.73,4.4,Temperate
City 1050,-57.23,-33.55,2.98,9.65,524.68,16220.57,77.08,240.34,3.96,Temperate
City 1051,53.71,-61.84,3.8,12.78,646.68,38222.37,71.83,505.31,5.19,Temperate
City 1052,8.76,-16.56,6.29,6.53,1069.94,5069.16,71.16,85.91,3.37,Equatorial
City 1053,62.08,94.48,3.02,8.15,531.83,10006.47,78.38,153.81,3.48,Polar
City 1054,43.84,-134.64,4.11,5.79,705.89,3525.63,77.77,59.65,2.9,Subtropical
City 1055,69.73,-109.29,2.29,13.02,393.63,42764.35,73.27,573.94,5.15,Polar
City 1056,-14.41,162.52,5.86,6.43,1033.74,4804.43,76.58,82.73,3.33,Equatorial
City 1057,39.73,-116.82,3.61,8.4,615.69,11392.06,71.24,157.03,3.56,Subtropical
City 1058,-7.75,24.38,5.9,2.66,1020.94,343.55,75.07,20.02,2.29,Equatorial
City 1059,2.38,28.55,7.19,5.76,1232.67,3797.64,70.19,65.82,3.26,Equatorial
City 1060,21.58,-3.74,5.5,4.27,966.81,1545.39,73.92,36.41,2.65,Tropical
City 1061,53.58,52.11,3.18,9.1,561.69,13917.15,70.75,187.95,3.71,Temperate
City 1062,67.93,-97.26,2.03,14.41,360.25,57542.05,74.75,821.76,5.84,Polar
City 1063,39.88,18.96,4.06,6.34,699.89,4591.54,74.22,76.09,3.02,Subtropical
City 1064,-5.69,-46.02,7.13,1.0,1217.63,19.86,74.44,17.78,2.04,Equatorial
City 1065,-5.22,58.2,6.47,1.89,1104.43,128.79,70.45,16.68,2.13,Equatorial
City 1066,35.89,-129.16,3.82,10.07,665.24,18492.69,73.62,279.95,4.21,Subtropical
City 1067,-28.96,25.52,5.34,7.53,959.15,7986.37,77.56,128.07,3.61,Tropical
City 1068,-45.64,-113.3,3.7,8.24,637.55,10162.64,73.69,151.11,3.55,Temperate
City 1069,-13.9,-79.69,6.04,4.12,1042.78,1311.08,77.15,35.9,2.72,Equatorial
City 1070,-22.66,-101.26,6.22,7.48,1063.28,8091.61,73.69,122.49,3.67,Tropical
City 1071,-21.48,-114.18,5.49,4.03,965.86,1235.23,74.23,29.59,2.58,Tropical
City 1072,-29.63,117.26,5.07,7.73,896.44,8659.29,75.64,133.47,3.61,Tropical
City 1073,-54.53,-77.15,2.59,7.62,457.58,8084.34,79.51,130.84,3.26,Temperate
City 1074,-57.68,153.76,2.85,7.52,509.55,7873.94,71.09,110.37,3.16,Temperate
City 1075,68.4,169.17,2.52,9.25,440.04,14389.13,70.33,191.69,3.65,Polar
City 1076,-4.39,25.65,5.92,3.5,1013.51,841.3,76.08,26.7,2.52,Equatorial
City 1077,-10.04,-128.52,6.4,4.88,1106.14,2125.48,79.49,49.39,3.0,Equatorial
City 1078,28.35,-45.16,5.07,7.42,894.71,7852.63,79.9,129.27,3.57,Tropical
City 1079,-31.63,107.18,4.81,1.0,846.62,18.69,74.84,12.05,1.7,Subtropical
City 1080,63.49,-47.74,3.07,8.33,538.89,10666.82,74.68,160.9,3.5,Polar
City 1081,42.22,-148.67,4.21,7.24,744.71,7327.22,76.45,122.75,3.36,Subtropical
City 1082,-48.38,20.44,4.35,12.6,767.7,37837.93,75.56,564.41,5.35,Temperate
City 1083,-5.71,124.24,6.1,1.87,1091.33,123.22,76.34,18.14,2.13,Equatorial
City 1084,54.29,106.53,3.27,9.84,574.71,18254.54,78.74,277.75,4.12,Temperate
City 1085,62.82,-116.96,2.65,14.02,470.27,52301.47,77.46,758.07,5.76,Polar
City 1086,0.76,62.2,6.41,1.0,1105.99,18.61,74.97,15.94,1.94,Equatorial
City 1087,19.74,-100.62,6.1,6.96,1077.68,6443.76,74.62,110.08,3.52,Tropical
City 1088,-38.29,-101.45,5.48,5.82,981.46,3818.1,76.4,69.35,3.1,Subtropical
City 1089,68.85,134.67,2.17,9.62,377.59,16090.61,74.56,241.8,3.81,Polar
City 1090,-29.88,-90.12,5.16,4.98,917.53,2338.88,74.58,48.52,2.8,Tropical
City 1091,62.56,-85.23,2.66,8.43,472.08,10836.56,70.16,143.96,3.4,Polar
City 1092,24.45,-179.76,4.93,13.25,841.28,42740.7,71.74,565.63,5.56,Tropical
City 1093,19.01,133.44,4.76,8.01,836.74,9833.04,74.89,146.21,3.64,Tropical
City 1094,6.65,105.33,6.18,7.42,1058.93,8058.74,78.23,133.87,3.72,Equatorial
City 1095,-30.01,45.84,4.2,8.23,755.19,11023.3,72.79,156.57,3.61,Subtropical
City 1096,-37.05,90.1,5.26,3.69,936.61,911.03,75.23,27.44,2.47,Subtropical
City 1097,-31.34,-125.26,4.75,8.12,812.52,10089.74,73.45,144.51,3.65,Subtropical
City 1098,-35.76,-15.0,4.32,10.26,740.28,20691.86,71.05,283.71,4.31,Subtropical
City 1099,41.35,-53.56,4.55,6.0,800.61,3953.71,79.58,69.5,3.05,Subtropical
City 1100,-14.48,-146.24,5.43,7.86,941.01,9490.06,78.55,162.74,3.76,Equatorial
City 1101,-52.48,-4.99,2.94,11.01,501.33,26002.07,70.78,362.81,4.41,Temperate
City 1102,65.98,151.47,2.42,15.23,423.67,69948.35,77.2,1076.96,6.49,Polar
City 1103,54.89,-165.58,3.67,8.44,638.47,10850.35,73.48,168.36,3.62,Temperate
City 1104,60.61,-75.07,3.01,7.32,514.45,7220.37,79.95,117.46,3.23,Polar
City 1105,69.34,-105.29,2.27,10.03,404.19,19830.2,73.02,272.89,3.96,Polar
City 1106,-37.39,-94.27,4.42,11.33,792.12,28117.42,72.39,384.79,4.75,Subtropical
City 1107,-8.49,147.04,6.61,1.0,1172.99,19.79,75.68,16.65,1.97,Equatorial
City 1108,38.57,-11.5,4.4,2.69,784.34,351.09,78.35,17.27,2.11,Subtropical
City 1109,30.48,-12.13,4.35,7.27,749.13,7380.43,71.93,105.72,3.31,Subtropical
City 1110,-39.99,93.81,4.22,6.89,729.13,6267.59,77.09,97.65,3.24,Subtropical
City 1111,46.06,-124.38,3.24,8.63,557.4,11595.53,70.61,164.91,3.57,Temperate
City 1112,-30.82,-4.58,4.88,9.45,867.46,16034.42,79.19,258.11,4.23,Subtropical
City 1113,-30.9,-25.21,4.6,5.71,824.96,3576.02,70.81,60.24,2.88,Subtropical
City 1114,9.81,34.89,7.5,1.0,1328.76,18.38,79.14,19.98,2.14,Equatorial
City 1115,17.08,179.84,5.78,10.82,1034.32,23489.73,74.91,360.28,4.81,Tropical
City 1116,15.41,97.0,5.22,3.05,920.58,546.0,74.48,20.83,2.28,Tropical
City 1117,-48.11,-36.77,3.57,6.16,619.95,4432.97,79.73,73.37,2.95,Temperate
City 1118,54.07,117.92,3.47,12.17,605.51,35505.37,79.9,565.37,5.16,Temperate
City 1119,-25.47,-118.54,6.05,5.59,1033.68,3256.75,76.5,65.34,3.12,Tropical
City 1120,-43.16,-169.03,3.68,8.16,627.41,10061.84,71.27,138.05,3.48,Subtropical
City 1121,55.54,-106.4,2.32,10.76,410.74,24882.49,75.06,356.6,4.29,Temperate
City 1122,64.23,-57.45,2.91,13.13,507.81,44894.01,75.29,648.64,5.4,Polar
City 1123,52.08,3.81,2.66,8.37,467.65,10603.99,75.14,152.19,3.45,Temperate
City 1124,45.24,41.45,3.62,12.32,634.77,36573.67,75.69,555.85,5.16,Temperate
City 1125,25.18,147.82,5.11,1.18,882.61,29.83,70.19,11.89,1.74,Tropical
City 1126,11.61,3.55,6.15,7.06,1075.18,6355.13,77.11,112.11,3.58,Equatorial
City 1127,-48.69,0.46,3.94,6.77,687.68,5755.95,77.12,96.12,3.17,Temperate
City 1128,-6.9,-161.91,6.18,8.12,1073.75,9928.27,71.15,150.28,3.84,Equatorial
City 1129,-11.55,-167.43,6.05,5.51,1078.97,3285.52,75.7,60.74,3.09,Equatorial
City 1130,-26.23,18.42,5.16,4.94,899.89,2342.65,75.68,45.26,2.79,Tropical
City 1131,34.04,-22.26,4.69,9.06,825.91,14853.89,76.82,217.97,4.02,Subtropical
City 1132,4.46,122.1,6.74,6.68,1205.52,5787.89,70.85,91.58,3.47,Equatorial
City 1133,-49.46,-122.16,3.76,10.55,670.97,22125.75,76.27,324.96,4.41,Temperate
City 1134,-31.38,-171.01,5.23,4.56,934.88,1843.37,72.81,39.78,2.67,Subtropical
City 1135,28.82,-18.35,5.18,5.67,894.36,3649.97,75.07,63.91,3.0,Tropical
City 1136,-50.1,-94.51,3.72,9.0,633.63,14157.94,77.73,224.32,3.89,Temperate
City 1137,50.66,-162.14,2.66,8.96,459.65,14055.56,77.06,211.16,3.7,Temperate
City 1138,4.37,80.86,6.72,6.31,1161.0,4996.83,71.19,85.79,3.37,Equatorial
City 1139,2.48,-139.83,7.07,1.0,1265.55,18.23,75.91,19.44,2.05,Equatorial
City 1140,17.01,39.0,6.17,6.54,1089.59,5422.19,79.69,95.9,3.45,Tropical
City 1141,47.21,-78.82,3.35,8.0,572.11,10071.72,71.57,150.25,3.41,Temperate
City 1142,-14.78,-117.54,5.64,3.38,965.67,770.29,78.53,26.23,2.47,Equatorial
City 1143,28.14,-43.29,4.74,4.96,813.69,2245.19,77.03,46.26,2.75,Tropical
City 1144,13.55,108.52,6.32,4.82,1114.25,2126.08,77.74,48.63,2.96,Equatorial
City 1145,-25.29,-38.85,5.75,1.0,1019.24,19.36,72.82,14.25,1.82,Tropical
City 1146,54.22,90.28,3.0,7.67,535.92,8341.87,72.88,119.41,3.25,Temperate
City 1147,43.67,-134.82,4.4,6.18,788.92,4525.39,79.06,76.22,3.07,Subtropical
City 1148,25.6,98.2,5.27,7.89,906.5,9100.41,73.6,140.46,3.67,Tropical
City 1149,50.58,-94.7,3.4,7.04,588.11,6523.54,70.63,100.36,3.1,Temperate
City 1150,52.75,63.86,3.2,8.74,552.02,12594.03,76.01,194.6,3.69,Temperate
City 1151,32.09,23.68,5.13,11.06,890.02,25814.92,71.25,354.94,4.73,Subtropical
City 1152,48.81,154.49,3.75,11.37,671.08,27757.24,77.97,435.63,4.79,Temperate
City 1153,30.67,-40.56,5.99,9.32,1052.91,15384.47,76.42,245.42,4.31,Subtropical
City 1154,28.42,-156.18,4.58,5.59,813.23,3252.24,78.75,59.43,2.93,Tropical
City 1155,20.42,-173.1,5.83,7.4,1019.62,7421.45,77.85,118.47,3.63,Tropical
City 1156,37.85,117.67,4.09,7.2,695.74,6755.42,71.12,96.64,3.24,Subtropical
City 1157,-39.38,8.9,3.81,7.45,649.92,7598.53,73.81,120.27,3.32,Subtropical
City 1158,54.51,99.09,3.18,10.48,557.47,22029.87,77.75,345.47,4.35,Temperate
City 1159,53.34,-95.61,3.33,7.84,590.9,9437.02,74.17,138.28,3.38,Temperate
City 1160,-56.2,-55.77,4.53,13.35,779.03,43654.73,79.72,657.84,5.74,Temperate
City 1161,47.36,-169.16,3.59,8.34,636.75,10549.75,77.36,169.49,3.62,Temperate
City 1162,-43.25,166.14,3.41,9.87,606.92,18751.36,70.15,269.92,4.05,Subtropical
City 1163,-16.43,60.43,5.99,9.28,1042.29,14884.78,78.8,245.47,4.32,Tropical
City 1164,36.66,155.95,3.4,10.24,602.8,21400.38,71.01,300.16,4.19,Subtropical
City 1165,-39.1,-84.42,4.22,4.39,733.92,1641.31,71.41,31.35,2.46,Subtropical
City 1166,46.34,40.13,3.76,9.75,665.5,17266.91,77.34,264.24,4.13,Temperate
City 1167,48.18,64.26,4.02,10.94,714.98,24356.63,78.65,364.15,4.63,Temperate
City 1168,5.97,-65.68,7.07,6.83,1271.82,6060.04,75.36,108.39,3.63,Equatorial
City 1169,-59.17,125.32,2.61,7.13,452.08,6592.16,72.89,96.4,3.03,Temperate
City 1170,-22.69,160.98,5.34,4.63,929.18,1805.13,73.51,39.53,2.71,Tropical
City 1171,20.2,138.55,5.2,8.51,893.11,11295.91,73.43,167.94,3.85,Tropical
City 1172,67.55,86.06,1.71,8.85,293.7,13555.46,73.27,199.37,3.48,Polar
City 1173,22.14,-80.11,5.61,5.46,991.79,3104.55,72.43,55.38,2.97,Tropical
City 1174,-26.23,-78.62,4.53,10.56,811.18,21234.92,76.09,316.71,4.51,Tropical
City 1175,22.42,166.81,5.22,6.12,908.56,4440.35,79.0,81.27,3.19,Tropical
City 1176,10.2,-176.3,5.79,3.2,994.46,619.26,73.07,21.39,2.39,Equatorial
City 1177,41.38,77.78,4.38,5.94,756.78,3994.61,71.87,67.94,2.93,Subtropical
City 1178,-46.09,74.25,4.67,9.44,815.89,15507.6,78.39,244.99,4.17,Temperate
City 1179,38.93,44.17,3.62,4.56,626.59,1811.96,77.42,35.9,2.48,Subtropical
City 1180,10.36,176.44,5.35,4.42,921.65,1721.23,79.31,41.25,2.72,Equatorial
City 1181,65.19,-67.72,2.37,11.35,421.11,26547.04,71.66,381.29,4.45,Polar
City 1182,-15.56,-57.61,5.92,8.8,1006.67,12668.72,71.44,186.07,4.03,Tropical
City 1183,22.24,-151.58,5.55,7.89,973.86,9089.95,75.41,150.69,3.74,Tropical
City 1184,61.16,-20.59,2.5,8.33,444.02,10696.13,76.14,153.79,3.42,Polar
City 1185,-46.67,-86.02,3.63,11.61,627.2,29380.12,74.8,409.11,4.77,Temperate
City 1186,61.84,-56.38,2.85,9.44,502.57,16493.35,75.99,247.89,3.89,Polar
City 1187,29.43,120.45,5.46,3.85,964.8,1134.26,71.8,28.2,2.5,Tropical
City 1188,-51.18,156.77,2.44,8.69,430.75,12069.35,74.8,176.97,3.53,Temperate
City 1189,-20.87,-113.14,5.35,9.68,934.1,17327.21,76.58,260.9,4.33,Tropical
City 1190,32.06,-45.9,4.86,7.62,843.48,8525.48,74.33,130.98,3.53,Subtropical
City 1191,-51.24,154.31,2.95,9.16,526.86,14616.1,76.79,228.45,3.81,Temperate
City 1192,15.68,-157.75,6.77,9.66,1201.86,17014.87,74.51,260.44,4.51,Tropical
City 1193,-15.04,-146.75,5.63,1.93,975.16,131.17,73.34,16.22,2.04,Tropical
City 1194,20.72,-121.4,5.53,2.86,945.63,442.95,73.04,19.85,2.26,Tropical
City 1195,-54.05,34.28,3.49,5.37,596.53,2904.71,74.11,48.13,2.65,Temperate
City 1196,53.3,-125.83,2.97,10.26,508.28,21169.2,70.23,282.09,4.1,Temperate
City 1197,66.55,168.51,1.5,11.07,263.74,26501.48,76.69,383.24,4.31,Polar
City 1198,65.95,-19.18,2.17,14.45,369.83,55143.92,78.45,857.37,5.96,Polar
City 1199,37.45,0.55,4.89,8.35,848.28,10598.19,73.55,151.99,3.74,Subtropical
City 1200,-43.09,-91.2,3.82,7.3,677.34,7704.09,70.46,109.02,3.23,Subtropical
City 1201,38.57,-10.45,3.88,7.86,670.43,9267.4,79.87,157.23,3.55,Subtropical
City 1202,-56.8,58.29,3.49,9.97,619.33,19565.98,72.64,282.68,4.13,Temperate
City 1203,-57.12,90.42,2.84,5.53,503.25,3068.66,71.27,46.98,2.57,Temperate
City 1204,-17.93,91.39,5.49,12.57,946.76,37831.67,73.7,526.94,5.43,Tropical
City 1205,3.52,28.04,6.83,5.65,1210.54,3444.83,77.39,71.06,3.27,Equatorial
City 1206,40.15,145.57,4.57,8.54,811.9,12284.57,72.94,189.02,3.79,Subtropical
City 1207,28.83,114.27,6.17,8.42,1073.92,10864.5,75.75,167.41,3.99,Tropical
City 1208,-2.03,92.54,7.27,5.98,1251.43,3945.73,74.16,72.61,3.38,Equatorial
City 1209,-24.43,-159.98,5.87,6.09,1028.49,4252.32,71.18,73.93,3.18,Tropical
City 1210,69.63,-177.52,1.87,9.38,335.7,16307.96,73.3,238.42,3.69,Polar
City 1211,-4.6,-103.52,6.17,5.96,1087.54,4204.63,77.25,80.24,3.26,Equatorial
City 1212,-1.32,58.87,6.94,5.1,1191.59,2645.24,76.12,55.6,3.11,Equatorial
City 1213,-38.73,-31.97,4.34,5.85,767.88,3983.94,71.2,67.07,2.89,Subtropical
City 1214,43.33,-35.13,3.43,11.88,597.4,30200.97,71.63,411.5,4.78,Subtropical
City 1215,30.18,138.45,4.8,7.75,844.37,8427.21,76.41,129.73,3.58,Subtropical
City 1216,-31.3,142.4,5.01,8.95,888.24,13136.14,78.13,212.77,4.05,Subtropical
City 1217,-49.29,147.3,3.73,12.41,653.28,35725.9,73.49,510.1,5.11,Temperate
City 1218,28.46,-67.0,5.26,6.9,936.94,6461.84,75.95,110.76,3.4,Tropical
City 1219,25.09,68.78,5.39,7.3,955.12,7700.07,71.71,112.72,3.48,Tropical
City 1220,-24.48,-82.21,5.03,8.47,886.59,11175.33,73.11,173.62,3.82,Tropical
City 1221,63.61,-111.38,2.29,8.55,392.79,12021.18,70.2,161.98,3.4,Polar
