City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,System_Efficiency_%,Hydrogen_Production_kg/day,Feasibility_Score,Latitude_Band,Total_Renewable_Power_kW,PV_to_Wind_Ratio,Efficiency_Factor,H2_per_kW,Latitude_Abs
City 824,-8.24,115.86,6.33,5.59,1100.58,3387.73,72.17,58.88,3.11,Equatorial,4488.3099999999995,0.32477653870329,42.493696,0.013118523453148291,8.24
City 825,9.86,57.42,5.89,4.41,1056.35,1616.68,72.04,36.32,2.72,Equatorial,2673.0299999999997,0.6530030661193807,26.164928000000003,0.013587576645230321,9.86
City 826,59.58,106.65,2.82,6.98,496.42,6401.04,73.25,94.18,3.02,Temperate,6897.46,0.07754090883530874,68.98685,0.013654301728462362,59.58
City 827,-14.98,-82.1,5.92,10.36,1026.87,21682.33,70.07,308.91,4.59,Equatorial,22709.2,0.04735757837933564,216.453237,0.013602856991879943,14.98
City 828,-14.9,69.25,6.08,3.59,1071.27,849.31,76.82,29.12,2.58,Equatorial,1920.58,1.2598581693735227,22.369984,0.015162086453050642,14.9
City 829,35.88,-84.94,4.53,9.25,811.52,14765.97,72.69,221.58,4.01,Subtropical,15577.49,0.054955078800864365,161.066502,0.014224371192021308,35.88
City 830,-1.21,158.06,7.31,6.77,1263.45,5724.52,78.15,104.1,3.67,Equatorial,6987.97,0.22066991295113805,81.35415,0.014897030181869697,1.21
City 831,-30.8,49.09,5.31,5.69,928.76,3451.79,73.59,58.69,3.0,Subtropical,4380.55,0.26898826745906934,43.18997099999999,0.013397860999189598,30.8
City 832,-1.18,-63.18,6.39,6.71,1147.9,5585.49,74.8,97.81,3.48,Equatorial,6733.389999999999,0.2054778581900263,73.16188,0.014526115374276555,1.18
City 833,-41.69,-82.98,4.52,10.08,775.54,19618.76,79.66,304.21,4.4,Subtropical,20394.3,0.03952851614902527,242.33368599999997,0.014916422725957742,41.69
City 834,-37.07,-111.27,3.81,12.03,675.47,34090.53,72.42,457.52,4.94,Subtropical,34766.0,0.01981342579813813,331.33598400000005,0.013159983892308576,37.07
City 835,4.79,70.07,6.96,3.31,1225.75,706.87,77.21,29.37,2.64,Equatorial,1932.62,1.7316032604856824,22.676576999999998,0.015196986474319836,4.79
City 836,-5.54,-101.26,6.92,1.34,1223.8,44.99,77.55,18.38,2.13,Equatorial,1268.79,26.610132637529897,14.253689999999999,0.014486242798256607,5.54
City 837,58.93,34.31,1.92,8.63,333.01,12837.02,72.21,175.33,3.41,Temperate,13170.03,0.0259393582499482,126.60579299999999,0.013312801869092174,58.93
City 838,-12.89,-84.73,6.14,5.81,1063.81,3765.12,75.01,71.51,3.18,Equatorial,4828.93,0.28246842904633945,53.639651,0.014808663616991756,12.89
City 839,15.48,58.31,5.68,5.69,1004.89,3468.93,73.5,65.12,3.06,Tropical,4473.82,0.2895995020072451,47.863200000000006,0.014555793482974283,15.48
City 840,22.19,113.38,5.07,5.24,872.31,2823.5,77.72,53.65,2.89,Tropical,3695.81,0.30883696229421137,41.69678,0.014516438886198154,22.19
City 841,-58.3,100.09,3.59,5.06,626.16,2516.28,76.22,44.82,2.61,Temperate,3142.44,0.24874467679399984,34.161804000000004,0.014262802153740406,58.3
City 842,26.26,93.91,4.83,7.8,831.04,9260.88,74.76,144.55,3.6,Tropical,10091.919999999998,0.08972692369151836,108.06558000000001,0.01432333986000682,26.26
City 843,-36.86,-112.42,4.02,12.62,683.21,36935.27,77.79,569.69,5.34,Subtropical,37618.479999999996,0.018496994959155327,443.16185100000007,0.015143886728012406,36.86
City 844,64.94,-148.18,2.49,11.65,447.83,29977.04,72.35,399.01,4.57,Polar,30424.870000000003,0.014938601723127996,288.68373499999996,0.013114599996647477,64.94
City 845,-40.67,71.62,4.5,9.59,783.66,17396.97,77.54,270.47,4.21,Subtropical,18180.63,0.04504318607285792,209.72243800000004,0.014876822200330792,40.67
City 846,-6.1,-47.4,6.5,6.04,1168.41,4190.49,78.65,83.9,3.35,Equatorial,5358.9,0.27875767328563356,65.98735,0.015656198100356417,6.1
City 847,-48.9,-24.36,4.16,9.88,713.01,18695.45,78.79,283.26,4.27,Temperate,19408.46,0.038136116749436386,223.180554,0.014594666449579205,48.9
City 848,69.59,-168.79,2.39,13.29,421.03,44997.24,77.84,700.6,5.46,Polar,45418.27,0.009356588168781712,545.3470400000001,0.015425510482895982,69.59
City 849,5.29,-86.55,5.54,5.52,953.09,3305.45,74.08,62.78,3.0,Equatorial,4258.54,0.2882517503667075,46.507424,0.01474214167296773,5.29
City 850,17.4,-167.88,5.52,4.96,981.53,2263.57,79.82,48.02,2.9,Tropical,3245.1000000000004,0.43342886287462956,38.329564,0.014797694986287017,17.4
City 851,-51.28,136.51,3.13,7.14,556.54,6965.08,73.8,108.28,3.13,Temperate,7521.62,0.07989285222104828,79.91064,0.014395834939813498,51.28
City 852,37.49,-92.38,4.62,7.13,789.75,6605.54,76.39,104.38,3.36,Subtropical,7395.29,0.11954063700514944,79.735882,0.014114389023283738,37.49
City 853,-32.71,20.64,3.4,8.06,608.6,10134.7,71.61,149.83,3.43,Subtropical,10743.300000000001,0.06004518681492151,107.29326300000001,0.013946366572654585,32.71
City 854,56.75,-165.97,4.3,8.88,739.75,13649.9,79.8,225.02,3.96,Temperate,14389.65,0.05419056618977503,179.56596000000002,0.015637628434326062,56.75
City 855,-33.33,60.07,4.93,8.12,868.72,9679.38,77.04,150.29,3.72,Subtropical,10548.099999999999,0.08974027879070864,115.783416,0.01424806363231293,33.33
City 856,-35.21,-63.71,4.61,8.62,829.08,12390.17,77.53,199.16,3.88,Subtropical,13219.25,0.06690893596004252,154.408748,0.015065907672523025,35.21
City 857,-55.25,143.25,3.72,11.61,665.83,29450.05,70.66,417.59,4.75,Temperate,30115.88,0.02260802246439431,295.06909399999995,0.013866106519218432,55.25
City 858,1.37,139.72,7.5,7.34,1346.74,7227.58,77.63,124.59,3.87,Equatorial,8574.32,0.1863076842201373,96.71921699999999,0.014530598344825013,1.37
City 859,13.43,-62.9,6.5,5.54,1126.46,3199.81,77.75,61.67,3.18,Equatorial,4326.27,0.3519296678028374,47.948425,0.014254773742739126,13.43
City 860,-51.46,144.35,3.87,5.88,662.39,3731.36,76.72,61.29,2.88,Temperate,4393.75,0.17747216238519328,47.021688,0.013949359886201992,51.46
City 861,40.82,178.62,4.21,7.22,723.29,7084.76,72.92,109.04,3.29,Subtropical,7808.05,0.10207655918348912,79.51196800000001,0.013965074506438867,40.82
City 862,-1.07,117.15,6.85,4.22,1199.51,1407.89,74.9,38.97,2.84,Equatorial,2607.4,0.8513865525342645,29.18853,0.014945923141827107,1.07
City 863,8.17,124.15,6.19,1.0,1101.43,19.48,71.1,15.66,1.87,Equatorial,1120.91,53.78076171875,11.13426,0.013970791588976813,8.17
City 864,-2.7,-90.36,6.4,7.74,1097.25,9070.45,74.72,143.37,3.81,Equatorial,10167.7,0.1209564071895893,107.126064,0.014100534044080765,2.7
City 865,-7.9,27.61,6.1,5.15,1077.85,2618.39,72.44,51.07,2.96,Equatorial,3696.24,0.4114889344465696,36.995108,0.013816743501504232,7.9
City 866,12.75,-155.79,5.43,6.23,941.02,4360.73,73.49,72.31,3.17,Equatorial,5301.75,0.2157446701194251,53.140618999999994,0.013638892818409016,12.75
City 867,-39.82,-145.83,4.17,11.4,723.95,29393.15,71.63,395.33,4.74,Subtropical,30117.100000000002,0.024629050338247575,283.174879,0.013126429835541933,39.82
City 868,-36.35,179.6,3.61,6.06,638.16,4310.34,72.3,67.85,2.85,Subtropical,4948.5,0.1480189453858893,49.05555,0.01371122562392644,36.35
City 869,52.03,-62.41,3.45,10.64,603.17,21753.96,70.77,299.45,4.3,Temperate,22357.129999999997,0.027725631304309453,211.920765,0.013393937415043881,52.03
City 870,63.0,89.35,2.57,10.02,458.16,19784.37,79.2,305.31,4.11,Polar,20242.53,0.02315650402292199,241.80552,0.015082600840902793,63.0
City 871,-11.47,110.4,6.27,4.69,1075.78,1894.3,75.3,44.52,2.89,Equatorial,2970.08,0.5676040732337888,33.52356,0.014989495232451652,11.47
City 872,-24.8,128.89,5.0,4.55,889.98,1804.46,73.97,38.28,2.65,Tropical,2694.44,0.492938087800339,28.315716000000002,0.014207033743560814,24.8
City 873,23.72,179.15,6.88,10.54,1173.68,22143.85,75.35,337.54,4.86,Tropical,23317.53,0.05300013321381721,254.33639,0.014475804255424997,23.72
City 874,-6.86,-93.06,7.2,3.75,1237.89,991.68,76.28,31.05,2.77,Equatorial,2229.57,1.2470181730265546,23.68494,0.013926452185847494,6.86
City 875,-56.7,-165.47,2.41,11.42,425.29,29448.06,79.22,473.14,4.68,Temperate,29873.350000000002,0.014441547540057305,374.82150799999994,0.01583819692133624,56.7
City 876,-39.7,-31.97,4.34,3.28,774.44,667.57,71.79,20.23,2.19,Subtropical,1442.0100000000002,1.158352902463467,14.523117000000003,0.014029028924903432,39.7
City 877,33.08,-133.17,4.38,10.26,755.78,19589.88,72.96,293.22,4.35,Subtropical,20345.66,0.038578154733222805,213.933312,0.014411918807254226,33.08
City 878,25.66,-171.93,4.7,9.2,813.78,15473.18,79.76,244.59,4.12,Tropical,16286.960000000001,0.0525895394780208,195.084984,0.015017535500793272,25.66
City 879,-56.48,-50.25,2.38,9.89,416.78,19201.28,73.71,274.82,3.95,Temperate,19618.059999999998,0.021704714231851635,202.569822,0.014008520720193537,56.48
City 880,-31.14,102.15,5.04,6.55,866.78,5435.41,70.23,84.28,3.18,Subtropical,6302.19,0.15943977735306938,59.189844,0.013373129023402977,31.14
City 881,-29.96,23.83,4.56,8.0,812.56,9680.69,71.48,137.92,3.57,Tropical,10493.25,0.08392749612929147,98.585216,0.01314368760870083,29.96
City 882,27.35,-67.4,5.57,12.46,989.94,35150.15,70.26,492.1,5.33,Tropical,36140.090000000004,0.028162378755744833,345.74946000000006,0.013616457512972436,27.35
City 883,-57.44,55.56,3.48,5.34,596.01,2974.49,79.9,56.5,2.71,Temperate,3570.5,0.20030650413881412,45.1435,0.015824114269710126,57.44
City 884,-46.47,-96.47,4.43,10.6,774.41,21628.22,72.79,298.86,4.45,Temperate,22402.63,0.03580388012142832,217.54019400000004,0.013340397980058592,46.47
City 885,43.99,-174.82,3.49,6.12,621.15,4157.15,79.24,68.8,2.92,Subtropical,4778.299999999999,0.14938133544965912,54.51712,0.014398426218529605,43.99
City 886,-36.79,95.17,4.66,7.63,808.34,8470.0,79.96,144.49,3.58,Subtropical,9278.34,0.09542438909219692,115.53420399999999,0.01557282876031704,36.79
City 887,24.86,44.55,5.58,5.87,983.26,3697.92,76.0,65.98,3.12,Tropical,4681.18,0.2658235376812691,50.144800000000004,0.014094736797132346,24.86
City 888,-29.04,94.43,4.73,5.83,806.54,3575.06,70.33,59.31,2.92,Tropical,4381.6,0.22553872138610648,41.712723,0.013536151177651999,29.04
City 889,-47.07,-165.98,3.32,8.68,584.44,12329.59,70.82,177.34,3.61,Temperate,12914.03,0.04739756978376542,125.592188,0.013732351558731084,47.07
City 890,-28.39,121.36,5.82,4.0,997.88,1172.49,74.82,30.27,2.62,Tropical,2170.37,0.8503523677236278,22.648014,0.013946930707667357,28.39
City 891,33.89,43.03,4.74,9.96,845.37,18115.26,74.06,275.66,4.31,Subtropical,18960.629999999997,0.04666360496040574,204.15379600000003,0.014538546451251888,33.89
City 892,51.24,22.82,3.73,4.64,647.56,1811.99,76.06,35.73,2.51,Temperate,2459.55,0.3571779215550003,27.176237999999998,0.014527047630664144,51.24
City 893,47.93,44.86,3.23,10.14,558.88,19207.18,74.39,290.22,4.16,Temperate,19766.06,0.029095937251733376,215.89465800000002,0.014682744057237507,47.93
City 894,-8.37,131.2,5.8,4.02,1035.62,1262.59,79.34,35.61,2.68,Equatorial,2298.21,0.8195854668048971,28.252974,0.015494667589123708,8.37
City 895,26.85,31.3,4.84,3.76,824.49,1041.0,75.35,27.74,2.42,Tropical,1865.49,0.7912571976967371,20.902089999999998,0.014870087751743508,26.85
City 896,-33.35,29.14,4.6,7.84,800.83,9114.22,76.94,137.62,3.59,Subtropical,9915.05,0.08785635453669798,105.884828,0.013879909834040173,33.35
City 897,-21.89,176.64,4.94,2.3,857.3,230.34,78.96,15.88,2.09,Tropical,1087.6399999999999,3.7058009855623757,12.538848,0.014600419256371596,21.89
City 898,56.52,92.42,3.04,9.75,525.19,16752.51,71.47,224.49,3.91,Temperate,17277.699999999997,0.03134805780997535,160.443003,0.012993048843306694,56.52
City 899,-58.31,-20.77,2.07,6.27,371.5,4479.12,72.3,66.22,2.68,Temperate,4850.62,0.08292188602091016,47.87706,0.013651863060804598,58.31
City 900,-48.88,74.66,3.02,10.04,535.74,18747.0,71.07,271.08,4.05,Temperate,19282.74,0.028575848090462982,192.656556,0.014058168081921965,48.88
City 901,-32.97,-39.88,5.03,4.99,857.84,2366.82,71.4,43.59,2.74,Subtropical,3224.6600000000003,0.36229105252933075,31.123260000000005,0.013517704192069862,32.97
City 902,-56.55,-97.6,3.34,8.53,592.26,12079.5,75.13,187.53,3.63,Temperate,12671.76,0.04902611646868921,140.891289,0.014799049224417129,56.55
City 903,-36.41,34.87,4.26,8.38,745.81,11289.39,73.21,164.37,3.67,Subtropical,12035.199999999999,0.06605706268782566,120.33527699999999,0.013657438181334754,36.41
City 904,15.8,154.15,5.39,3.65,964.04,912.06,74.23,26.01,2.46,Tropical,1876.1,1.0558342277615929,19.307223,0.013863866531634775,15.8
City 905,-5.21,154.49,6.12,4.38,1059.77,1528.79,79.82,40.89,2.83,Equatorial,2588.56,0.69275521476804,32.638397999999995,0.015796427357295178,5.21
City 906,56.05,-56.91,2.89,5.82,507.9,3856.62,71.57,58.88,2.67,Temperate,4364.5199999999995,0.13166149076373515,42.140415999999995,0.013490601486532312,56.05
City 907,46.27,9.96,4.08,10.2,714.65,19896.98,75.41,304.32,4.33,Temperate,20611.63,0.035915706016389604,229.487712,0.014764480053251488,46.27
City 908,-15.56,-103.81,6.37,9.97,1114.9,19289.6,70.99,267.58,4.5,Tropical,20404.5,0.057794988232610714,189.95504199999996,0.013113773922419074,15.56
City 909,-26.27,178.43,4.91,13.61,857.53,47943.65,73.18,710.65,5.87,Tropical,48801.18,0.017885832934435852,520.05367,0.014562147882489726,26.27
City 910,-10.64,173.2,5.68,5.29,977.01,2886.48,75.28,55.69,2.97,Equatorial,3863.49,0.33836078518292767,41.923432000000005,0.014414428405405475,10.64
City 911,16.74,53.82,5.96,7.64,1058.64,8851.27,79.47,153.71,3.78,Tropical,9909.91,0.11958966457191207,122.15333700000001,0.015510736222629672,16.74
City 912,-25.15,109.59,4.83,2.06,842.48,174.37,73.91,13.66,1.96,Tropical,1016.85,4.804014369618521,10.096105999999999,0.013433643113536902,25.15
City 913,21.14,77.44,5.26,9.87,944.82,18340.4,70.65,258.67,4.3,Tropical,19285.22,0.05151297065654748,182.750355,0.013412862285211161,21.14
City 914,-6.78,33.54,7.19,6.62,1240.76,5514.46,73.88,98.83,3.56,Equatorial,6755.22,0.22496038408401112,73.015604,0.014630167485292854,6.78
City 915,11.77,-160.79,6.59,3.97,1165.28,1156.7,71.46,32.78,2.7,Equatorial,2321.98,1.0065474648008983,23.424588,0.014117261991920689,11.77
City 916,-3.3,-16.28,6.85,7.42,1228.53,8128.78,72.3,122.41,3.74,Equatorial,9357.31,0.15111479031412905,88.50242999999999,0.01308175105879788,3.3
City 917,-21.72,62.92,4.84,5.54,855.56,3208.9,76.18,57.61,2.92,Tropical,4064.46,0.26653789837689645,43.887298,0.014174084626248014,21.72
City 918,63.3,63.91,2.67,9.18,478.02,14144.89,70.67,195.19,3.67,Polar,14622.91,0.033792147401117925,137.940773,0.01334823232858576,63.3
City 919,39.27,-45.68,4.78,9.12,852.6,14287.84,74.65,207.33,4.01,Subtropical,15140.44,0.059668944434957634,154.771845,0.013693789612455121,39.27
City 920,-41.79,159.01,3.89,5.52,674.82,3070.52,76.09,55.46,2.78,Subtropical,3745.34,0.21970229723394283,42.199514,0.014807734411295102,41.79
City 921,52.9,-119.75,3.97,11.84,699.16,31577.7,74.22,440.04,4.91,Temperate,32276.86,0.022140240098547436,326.597688,0.013633296423505881,52.9
City 922,3.37,0.13,7.41,1.7,1271.41,93.39,70.19,17.91,2.21,Equatorial,1364.8000000000002,13.469753151816931,12.571029,0.013122801875732707,3.37
City 923,56.29,68.72,3.89,7.0,682.38,6416.8,79.86,109.56,3.27,Temperate,7099.18,0.1063261553803484,87.49461600000001,0.015432768291549165,56.29
City 924,43.98,70.97,4.07,6.12,701.96,4166.77,73.67,68.02,2.95,Subtropical,4868.7300000000005,0.16842580084793546,50.110334,0.01397078909695136,43.98
City 925,-4.72,53.51,6.96,6.37,1235.52,5142.65,77.79,96.63,3.51,Equatorial,6378.17,0.24020296870899072,75.168477,0.015150113590575352,4.72
City 926,-57.08,-80.9,3.71,8.17,650.57,10643.77,73.26,164.83,3.54,Temperate,11294.34,0.061116398005781246,120.75445800000001,0.01459403559659086,57.08
City 927,-25.07,-123.77,5.47,3.14,952.16,607.58,74.75,21.26,2.34,Tropical,1559.74,1.5645601235663347,15.891850000000002,0.013630476874350855,25.07
City 928,10.41,48.94,6.02,3.53,1039.67,821.97,73.88,26.71,2.52,Equatorial,1861.64,1.2633145801183518,19.733348,0.014347564513010034,10.41
City 929,22.35,35.75,5.21,6.16,937.93,4552.23,73.43,74.42,3.13,Tropical,5490.16,0.20599222969188907,54.64660600000001,0.013555160505340464,22.35
City 930,-26.47,-115.43,5.27,3.7,899.01,957.06,70.22,24.54,2.41,Tropical,1856.07,0.9383650293301047,17.231987999999998,0.013221484103509026,26.47
City 931,-41.88,73.85,3.42,5.31,583.38,2753.9,73.6,44.37,2.62,Subtropical,3337.28,0.2117608624632473,32.656319999999994,0.013295258414037777,41.88
City 932,48.54,-16.14,3.53,14.13,607.86,51508.29,78.89,751.28,5.92,Temperate,52116.15,0.011800978037165724,592.684792,0.0144154930861163,48.54
City 933,67.97,60.39,2.79,8.65,501.43,12078.96,76.9,180.33,3.59,Polar,12580.39,0.04150924340809076,138.67377000000002,0.014334213804182544,67.97
City 934,8.34,121.45,5.32,4.03,956.6,1192.89,71.45,28.7,2.52,Equatorial,2149.4900000000002,0.8012463459782727,20.50615,0.013352004428957565,8.34
City 935,-37.68,-118.9,5.13,6.85,905.61,6427.49,75.91,110.22,3.36,Subtropical,7333.099999999999,0.1408744510763803,83.668002,0.015030478242489535,37.68
City 936,-24.6,-173.11,5.84,5.41,1044.05,2860.33,78.92,60.04,3.06,Tropical,3904.38,0.3648827643089053,47.383568000000004,0.015377601565421398,24.6
City 937,-57.61,100.48,2.74,11.31,471.23,27348.68,77.0,427.24,4.61,Temperate,27819.91,0.0172298176797681,328.9748,0.015357346590984658,57.61
City 938,58.86,39.49,3.15,12.26,566.4,34804.07,71.49,485.43,4.94,Temperate,35370.47,0.016273491189645647,347.03390699999994,0.013724160295297178,58.86
City 939,-44.69,71.87,3.87,7.7,663.96,8506.49,78.68,133.36,3.46,Subtropical,9170.45,0.07804417048976843,104.92764800000003,0.014542361607118517,44.69
City 940,14.95,121.74,6.57,2.4,1123.32,265.79,73.02,18.92,2.3,Equatorial,1389.11,4.21050264252783,13.815384000000002,0.01362023165911987,14.95
City 941,-24.37,109.01,5.79,9.62,989.98,16309.22,74.54,240.36,4.33,Tropical,17299.2,0.06069691273324333,179.16434400000003,0.013894284128745838,24.37
City 942,12.04,165.93,5.46,4.97,958.96,2396.36,75.26,47.1,2.84,Equatorial,3355.32,0.40000667400807555,35.44746000000001,0.014037409248596259,12.04
City 943,24.68,12.94,5.57,10.79,989.64,23474.99,78.51,371.56,4.82,Tropical,24464.63,0.04215541069833476,291.71175600000004,0.01518764027904775,24.68
City 944,47.87,-4.14,3.55,3.17,615.92,612.62,79.32,18.57,2.12,Temperate,1228.54,1.0037482481014308,14.729724,0.01511550295472675,47.87
City 945,-33.17,-35.32,4.72,7.81,848.53,9239.01,79.3,150.15,3.64,Subtropical,10087.54,0.09183215169680552,119.06895,0.014884699341960477,33.17
City 946,-58.57,-124.67,2.54,14.65,442.13,62232.11,70.08,803.69,5.9,Temperate,62674.24,0.007104417568075901,563.225952,0.012823290717206942,58.57
City 947,-42.2,26.14,4.92,7.34,843.76,7770.57,79.22,123.14,3.51,Subtropical,8614.33,0.10857008300768056,97.551508,0.014294785549195353,42.2
City 948,57.0,-80.28,3.53,9.14,616.52,14656.08,70.54,198.65,3.78,Temperate,15272.6,0.042062948418102375,140.12771000000004,0.013006953629375482,57.0
City 949,53.61,151.67,2.88,10.1,508.75,19342.01,72.66,262.72,4.05,Temperate,19850.76,0.026301490822783012,190.89235200000002,0.013234757762423204,53.61
City 950,17.66,29.95,5.1,4.37,908.77,1585.48,75.15,36.68,2.63,Tropical,2494.25,0.5728215924562553,27.565020000000004,0.014705823393805753,17.66
City 951,18.07,33.42,5.54,5.03,967.65,2481.28,74.8,47.02,2.86,Tropical,3448.9300000000003,0.3898230658910356,35.17096,0.013633213779346058,18.07
City 952,26.45,-52.23,5.37,5.8,943.97,3856.33,76.05,71.0,3.08,Tropical,4800.3,0.24472108945825222,53.9955,0.014790742245276337,26.45
City 953,-37.2,-161.28,4.52,6.15,779.79,4238.58,74.79,70.46,3.03,Subtropical,5018.37,0.18393095542482982,52.697034,0.014040415513403754,37.2
City 954,58.87,-168.57,3.51,12.96,618.56,40852.82,79.34,597.12,5.4,Temperate,41471.38,0.015140811801687087,473.75500800000003,0.014398363401459032,58.87
City 955,-5.56,-27.6,7.01,5.71,1260.06,3637.5,72.41,69.59,3.25,Equatorial,4897.5599999999995,0.3463130410883606,50.390119000000006,0.014209116376318005,5.56
City 956,-10.19,-149.56,6.77,5.65,1154.45,3394.59,72.74,63.4,3.2,Equatorial,4549.04,0.3399850983187016,46.11715999999999,0.013937006489281254,10.19
City 957,7.46,38.46,6.64,6.77,1187.89,5784.59,79.21,102.01,3.58,Equatorial,6972.4800000000005,0.20531873153818367,80.802121,0.014630375418789298,7.46
City 958,-53.89,137.15,2.53,8.73,444.81,12517.21,70.77,181.53,3.52,Temperate,12962.019999999999,0.035533035473921594,128.468781,0.014004761603515502,53.89
City 959,-38.38,137.85,4.22,5.9,727.23,3950.08,76.1,64.39,2.93,Subtropical,4677.3099999999995,0.18405853589398344,49.000789999999995,0.013766459781370062,38.38
City 960,35.94,57.26,5.01,6.09,900.25,4512.52,76.82,76.52,3.12,Subtropical,5412.77,0.19945630018256258,58.782664,0.014136939127286027,35.94
City 961,-49.24,-103.96,3.53,8.93,616.76,13511.59,75.06,206.82,3.79,Temperate,14128.35,0.04564335926717232,155.239092,0.014638652071897991,49.24
City 962,18.41,130.68,5.96,3.19,1033.46,599.51,76.94,24.4,2.46,Tropical,1632.97,1.7209705084011924,18.773359999999997,0.014942099364960775,18.41
City 963,-28.1,138.99,4.87,5.56,837.31,3149.49,71.73,53.13,2.88,Tropical,3986.7999999999997,0.2657713562017337,38.11014900000001,0.01332647737533862,28.1
